C1QC	5.000000	0.000638	10.000000	1613.288359	0.000003	0.400000	4.000000	0.000123	4255.816436	1606.265909
C1QA	13.000000	0.001659	12.384615	27659.951091	0.000094	0.076923	6.000000	0.000253	58583.290300	1906.040512
C1QB	4.000000	0.000510	6.500000	429.469277	0.000003	0.666667	4.000000	0.000098	1486.379642	1587.709957
HLA-DRA	8.000000	0.001021	8.000000	23909.665473	0.000008	0.178571	5.000000	0.000197	52920.453625	1707.140512
HLA-DRB1	3.000000	0.000383	8.000000	328.560166	0.000002	0.333333	1.000000	0.000082	889.535188	1512.091703
CD2	15.000000	0.001914	27.533333	8547.345387	0.000214	0.190476	20.000000	0.000228	18151.606818	2009.931746
LCK	85.000000	0.010847	20.188235	182669.278041	0.001497	0.061905	221.000000	0.001128	359623.907668	2376.959921
CD3E	11.000000	0.001404	28.181818	2791.406645	0.000148	0.290909	16.000000	0.000158	6681.832355	1934.779762
COL4A2	15.000000	0.001914	14.733333	20779.486592	0.000063	0.104762	11.000000	0.000273	42211.392560	1908.995671
COL4A1	19.000000	0.002425	18.157895	50970.448258	0.000134	0.093567	16.000000	0.000344	101963.842799	2001.117460
ITK	19.000000	0.002425	36.736842	3827.038695	0.000455	0.292398	50.000000	0.000250	7878.716666	2082.436508
COL1A2	16.000000	0.002042	18.312500	21534.584975	0.000127	0.166667	20.000000	0.000281	39881.207012	1945.704798
COL1A1	23.000000	0.002935	15.478261	48862.735715	0.000129	0.114625	29.000000	0.000404	96068.441548	1998.674603
ITGB2	27.000000	0.003446	17.259259	105774.262628	0.000209	0.028490	10.000000	0.000486	210879.479867	2108.117063
HCK	44.000000	0.005615	20.727273	63478.582905	0.000669	0.049683	47.000000	0.000616	126958.686425	2184.819444
HLA-DMB	5.000000	0.000638	6.200000	45323.470466	0.000002	0.200000	2.000000	0.000159	90702.804913	1525.588131
CD5	16.000000	0.002042	38.875000	9012.023558	0.000365	0.233333	28.000000	0.000232	18846.369265	2107.249603
DOCK2	4.000000	0.000510	35.500000	662.556305	0.000066	0.166667	1.000000	0.000073	1499.368161	1867.646861
RAC2	13.000000	0.001659	13.461538	21240.763661	0.000065	0.012821	1.000000	0.000231	45089.645159	1958.960317
KIF2C	35.000000	0.004467	37.485714	25189.403768	0.001824	0.468908	279.000000	0.000318	51011.836569	2148.868651
CDC20	70.000000	0.008933	34.085714	133786.833024	0.008264	0.207867	502.000000	0.000743	250698.953651	2294.909921
TRAT1	6.000000	0.000766	59.666667	209.767633	0.000123	0.466667	7.000000	0.000092	438.940780	1964.488889
VAV1	44.000000	0.005615	36.386364	84573.369390	0.001939	0.134249	127.000000	0.000592	157275.352344	2348.799603
CSF2RB	17.000000	0.002169	43.352941	15299.509584	0.000390	0.169118	23.000000	0.000255	31158.606737	2128.206349
BUB1	47.000000	0.005998	33.702128	28186.067508	0.001804	0.376503	407.000000	0.000424	53711.867959	2146.234127
BUB1B	46.000000	0.005870	34.500000	25351.189230	0.001896	0.398068	412.000000	0.000415	47789.952214	2140.974206
CD247	25.000000	0.003190	26.360000	27113.186485	0.000341	0.176667	53.000000	0.000383	55593.342972	2057.425794
SIT1	6.000000	0.000766	102.833333	357.353643	0.001225	0.466667	7.000000	0.000090	442.493495	2136.740079
ARHGDIB	15.000000	0.001914	16.800000	18068.509450	0.000124	0.028571	3.000000	0.000262	36973.419638	1972.116667
COL14A1	2.000000	0.000255	25.500000	81.767055	0.000015	0.000000	0.000000	0.000049	134.717867	1711.693687
DCN	21.000000	0.002680	15.190476	65649.518754	0.000229	0.052381	11.000000	0.000383	129006.694857	2013.088889
JCHAIN	2.000000	0.000255	12.500000	0.000000	0.000005	1.000000	1.000000	0.000051	0.000000	1623.134560
IGHM	13.000000	0.001659	10.000000	34903.711579	0.000045	0.012821	1.000000	0.000284	75079.827424	1879.114719
MRPL13	53.000000	0.006764	46.660377	687.829500	0.001168	0.722787	996.000000	0.000197	1187.767781	1800.092857
MRPS28	48.000000	0.006126	45.333333	1261.903275	0.001072	0.671099	757.000000	0.000184	2121.073563	1814.449603
PIK3CD	16.000000	0.002042	44.187500	17270.119738	0.000434	0.241667	29.000000	0.000243	33964.446238	2132.554365
JAK3	28.000000	0.003573	32.571429	14609.297770	0.000515	0.232804	88.000000	0.000369	28474.262186	2177.011508
CD6	3.000000	0.000383	44.333333	7921.477245	0.000092	0.000000	0.000000	0.000079	16050.378170	1934.964286
CDK1	111.000000	0.014165	24.837838	503828.658110	0.007014	0.046192	282.000000	0.001387	951585.284323	2531.911508
SPC25	25.000000	0.003190	37.720000	226.260197	0.001066	0.763333	229.000000	0.000215	463.811175	1871.280195
TF	9.000000	0.001149	12.444444	11308.522324	0.000030	0.111111	4.000000	0.000224	26923.945754	1754.467496
SERPIND1	2.000000	0.000255	20.000000	153.026350	0.000001	0.000000	0.000000	0.000058	328.621104	1520.992100
CCNB2	8.000000	0.001021	54.125000	2264.062637	0.000600	0.500000	14.000000	0.000109	4845.758463	2047.496032
CCNB1	34.000000	0.004339	37.058824	36547.815287	0.005059	0.140820	79.000000	0.000395	69081.429961	2274.110317
C1R	5.000000	0.000638	21.600000	14066.759582	0.000080	0.200000	2.000000	0.000111	29324.521642	1904.121429
C1S	2.000000	0.000255	7.500000	0.000000	0.000002	1.000000	1.000000	0.000057	0.000000	1555.178644
SKA1	34.000000	0.004339	33.500000	9678.277119	0.001224	0.623886	350.000000	0.000306	19573.841713	1926.499242
CDCA5	29.000000	0.003701	35.551724	392.513375	0.001057	0.726601	295.000000	0.000246	823.099692	1895.075433
CD3G	3.000000	0.000383	36.000000	0.000000	0.000035	1.000000	3.000000	0.000056	0.000000	1791.122619
LST1	2.000000	0.000255	20.000000	7537.000000	0.000031	0.000000	0.000000	0.000078	15074.000000	1710.942063
PRKCB	39.000000	0.004977	15.769231	137863.258666	0.001601	0.008097	6.000000	0.000641	286202.438752	2249.665873
ABCG8	1.000000	0.000128	2.000000	0.000000	0.000001	0.000000	0.000000	0.000051	0.000000	1472.405628
ABCG5	2.000000	0.000255	57.500000	7537.000000	0.000038	0.000000	0.000000	0.000076	15074.000000	1847.488492
CD8B	4.000000	0.000510	33.500000	1377.952527	0.000040	0.500000	3.000000	0.000075	2852.019120	1817.601190
CD8A	12.000000	0.001531	20.833333	16513.465015	0.000188	0.181818	12.000000	0.000191	32444.860847	1943.330952
CD180	1.000000	0.000128	1.000000	0.000000	0.000000	0.000000	0.000000	0.000128	0.000000	1.000000
LY86	1.000000	0.000128	1.000000	0.000000	0.000000	0.000000	0.000000	0.000128	0.000000	1.000000
RPL18	57.000000	0.007274	68.385965	11926.642687	0.131927	0.766917	1224.000000	0.000360	18451.364130	2351.449603
RPS5	77.000000	0.009826	56.792208	18860.970438	0.151256	0.540328	1581.000000	0.000491	30417.159470	2339.948413
CENPA	44.000000	0.005615	29.954545	21350.177414	0.001441	0.272727	258.000000	0.000416	42289.315836	2128.946032
SYK	76.000000	0.009699	28.907895	233157.569297	0.002734	0.085614	244.000000	0.001052	438402.359674	2428.242460
CENPM	18.000000	0.002297	33.666667	753.839041	0.000748	0.758170	116.000000	0.000162	1754.618270	1825.837338
CDCA8	29.000000	0.003701	36.689655	484.361094	0.001176	0.758621	308.000000	0.000245	1021.611722	1910.419481
NUF2	35.000000	0.004467	34.685714	6920.043540	0.001296	0.547899	326.000000	0.000310	13959.714254	2039.578175
CD74	10.000000	0.001276	8.800000	37890.026281	0.000043	0.088889	4.000000	0.000219	78163.471237	1802.111941
