PLG	33.000000	0.003918	11.515152	126800.252412	0.000218	0.022727	12.000000	0.000517	257460.909672	2318.273810
SERPINC1	4.000000	0.000475	48.000000	3642.280707	0.000088	0.000000	0.000000	0.000068	7277.116280	2119.520238
S100A9	12.000000	0.001425	37.583333	24316.083741	0.001563	0.090909	6.000000	0.000165	50335.176911	2370.066667
S100A8	19.000000	0.002256	19.473684	44088.447009	0.000777	0.035088	6.000000	0.000270	97615.370587	2329.683333
C1QC	4.000000	0.000475	12.000000	1010.815022	0.000009	0.333333	2.000000	0.000089	3025.600857	1836.165476
C1QB	2.000000	0.000237	7.500000	0.000000	0.000003	1.000000	1.000000	0.000052	0.000000	1698.024206
RPL18	64.000000	0.007599	73.062500	11509.614205	0.125496	0.696429	1404.000000	0.000352	19673.913370	2646.007143
RPS3	90.000000	0.010686	61.344444	42213.729379	0.140983	0.434457	1740.000000	0.000524	72373.638759	2704.957143
C1QA	11.000000	0.001306	16.181818	22458.604905	0.000150	0.054545	3.000000	0.000191	45928.015520	2154.580952
RPS10	84.000000	0.009974	61.273810	25890.367799	0.141267	0.504877	1760.000000	0.000474	47076.699035	2624.719048
MRPL13	57.000000	0.006768	46.350877	1356.946526	0.000761	0.693609	1107.000000	0.000194	2153.519599	2065.563095
MRPS28	51.000000	0.006056	46.490196	766.334765	0.000697	0.686275	875.000000	0.000177	1276.899105	2033.133333
MRPS15	62.000000	0.007362	43.677419	2354.253459	0.000800	0.602856	1140.000000	0.000216	4226.393529	2067.057143
PSMB7	35.000000	0.004156	35.114286	2862.678796	0.001308	0.742857	442.000000	0.000249	5593.429093	2248.783333
PSMB6	37.000000	0.004393	35.891892	9471.997365	0.001491	0.647147	431.000000	0.000262	21046.207141	2303.190476
RPL13A	73.000000	0.008668	61.164384	18543.379855	0.130563	0.575723	1513.000000	0.000401	35962.696296	2491.747619
RPS5	74.000000	0.008787	65.472973	12268.384300	0.131173	0.564235	1524.000000	0.000406	19165.286609	2616.776190
CXCR2	15.000000	0.001781	24.466667	27499.125477	0.000161	0.085714	9.000000	0.000187	58186.306986	2196.295238
CXCR1	9.000000	0.001069	21.222222	5427.845998	0.000026	0.194444	7.000000	0.000127	12167.074889	1961.914286
RPL15	65.000000	0.007718	68.538462	20550.986655	0.125439	0.671635	1397.000000	0.000356	41486.207050	2576.014286
RPL11	67.000000	0.007955	67.507463	24391.406784	0.125676	0.639077	1413.000000	0.000386	45009.433471	2585.700000
UQCRC2	6.000000	0.000712	8.166667	1043.628295	0.000028	0.733333	11.000000	0.000099	2821.560142	1867.338492
UQCRFS1	6.000000	0.000712	27.500000	9518.421992	0.000577	0.666667	10.000000	0.000097	19956.889022	2098.917857
MRPL51	43.000000	0.005106	47.627907	644.042810	0.000563	0.741971	670.000000	0.000151	1431.741025	1968.632143
MRPS22	43.000000	0.005106	43.651163	40216.671186	0.000727	0.521595	471.000000	0.000177	85214.593119	2240.416667
NDUFA12	27.000000	0.003206	27.851852	131.109941	0.000063	0.917379	322.000000	0.000160	262.943743	1911.175000
NDUFS4	28.000000	0.003325	27.357143	1123.818141	0.000071	0.870370	329.000000	0.000168	2176.385241	1957.622619
RPL6	62.000000	0.007362	70.161290	11049.935991	0.124192	0.730301	1381.000000	0.000338	19369.554417	2553.997619
RPL35A	65.000000	0.007718	71.046154	8676.300508	0.126451	0.682692	1420.000000	0.000352	13919.064478	2612.340476
NDUFS2	30.000000	0.003562	25.766667	3879.022870	0.000078	0.756322	329.000000	0.000186	8798.517887	1971.409524
PHB	11.000000	0.001306	40.454545	15998.321222	0.000717	0.054545	3.000000	0.000122	33066.049030	2330.783333
PSMA2	25.000000	0.002968	48.360000	12535.909928	0.001797	0.570000	171.000000	0.000200	23334.526078	2413.685714
RPL8	61.000000	0.007243	66.262295	24196.530848	0.119391	0.699454	1280.000000	0.000344	45033.752072	2491.754762
GNB1	88.000000	0.010449	23.772727	223483.396711	0.000832	0.134535	515.000000	0.000852	447251.546914	2445.400000
GNAQ	67.000000	0.007955	27.432836	152264.475035	0.000408	0.144731	320.000000	0.000712	296651.273933	2400.230952
RPL31	67.000000	0.007955	68.238806	45845.346979	0.124936	0.631389	1396.000000	0.000384	87283.183831	2620.626190
RPL24	70.000000	0.008312	66.371429	27774.330400	0.129998	0.622774	1504.000000	0.000389	51714.294809	2600.435714
RPS16	90.000000	0.010686	62.688889	41648.261178	0.145464	0.457678	1833.000000	0.000515	69821.235002	2715.580952
MRPL16	53.000000	0.006293	47.584906	1346.203333	0.000721	0.722061	995.000000	0.000182	2154.514627	2085.810714
BMS1	25.000000	0.002968	31.320000	3127.872642	0.006500	0.623333	187.000000	0.000146	4900.553822	2119.534524
UTP6	27.000000	0.003206	28.851852	10059.028580	0.004055	0.566952	199.000000	0.000171	22882.909302	2154.629762
MRPS35	57.000000	0.006768	45.122807	2241.018688	0.000754	0.648496	1035.000000	0.000199	3785.690644	2081.844048
EIF3K	40.000000	0.004749	62.625000	5160.380400	0.064492	0.658974	514.000000	0.000233	9217.332298	2436.138095
RPS21	76.000000	0.009024	61.815789	16414.892568	0.139204	0.598596	1706.000000	0.000402	29294.847839	2505.847619
NDUFB2	27.000000	0.003206	28.037037	68.894939	0.000064	0.925926	325.000000	0.000161	123.340903	1911.175000
NDUFAB1	27.000000	0.003206	28.037037	68.894939	0.000064	0.925926	325.000000	0.000161	123.340903	1911.175000
MRPL49	48.000000	0.005699	45.958333	749.876160	0.000662	0.686170	774.000000	0.000168	1332.059652	2034.544048
RPS14	89.000000	0.010568	62.359551	66070.181631	0.142015	0.451481	1768.000000	0.000493	115247.853827	2689.173810
REV1	13.000000	0.001544	64.846154	2483.842370	0.006980	0.423077	33.000000	0.000125	5016.788467	2362.004762
REV3L	19.000000	0.002256	55.947368	9216.571353	0.007270	0.274854	47.000000	0.000177	17719.587162	2385.738095
NDUFA7	29.000000	0.003443	26.137931	3539.687068	0.000063	0.795567	323.000000	0.000189	7941.288975	1920.075000
NDUFA6	32.000000	0.003800	25.656250	25486.104141	0.000144	0.667339	331.000000	0.000220	54847.130804	2084.235714
RPL23A	74.000000	0.008787	60.554054	31862.948057	0.127742	0.534987	1445.000000	0.000436	58342.689398	2555.845238
MRPS31	25.000000	0.002968	43.200000	525.722646	0.000349	0.733333	220.000000	0.000100	1064.631178	1983.120238
RPL37A	61.000000	0.007243	69.065574	6963.753800	0.123752	0.760656	1392.000000	0.000319	13302.821814	2516.245238
ATP5F1B	9.000000	0.001069	43.555556	27289.366636	0.000569	0.027778	1.000000	0.000142	57014.236791	2343.621429
ATP5F1C	16.000000	0.001900	26.687500	43352.433750	0.001396	0.008333	1.000000	0.000207	89795.440893	2379.633333
MRPL37	15.000000	0.001781	45.333333	145.842828	0.000250	0.657143	69.000000	0.000067	255.266726	1998.744048
MRPL45	40.000000	0.004749	45.325000	852.460281	0.000589	0.642308	501.000000	0.000146	1415.756857	2085.627381
NDUFB10	32.000000	0.003800	25.656250	14837.586243	0.000077	0.723790	359.000000	0.000196	30044.906592	2014.200000
NDUFB11	29.000000	0.003443	26.482759	8354.361033	0.000065	0.825123	335.000000	0.000186	16698.011992	1912.175000
PSMD14	34.000000	0.004037	38.794118	4671.430973	0.001561	0.777184	436.000000	0.000247	9332.887987	2298.323810
PSMD6	48.000000	0.005699	31.020833	44201.181773	0.002523	0.395390	446.000000	0.000405	88774.717959	2386.978571
NDUFB4	27.000000	0.003206	28.777778	5719.081100	0.000110	0.888889	312.000000	0.000169	12187.970349	2011.802381
RPS27A	259.000000	0.030753	42.115830	1126435.475510	0.170794	0.081470	2722.000000	0.002073	1969662.015742	3159.392857
PSMD8	35.000000	0.004156	41.971429	14065.465328	0.001715	0.734454	437.000000	0.000255	29522.217645	2399.161905
PSMB5	40.000000	0.004749	37.625000	14881.378079	0.003111	0.594872	464.000000	0.000292	30580.477145	2381.811905
MRPL36	59.000000	0.007005	44.661017	9096.127519	0.000764	0.640561	1096.000000	0.000215	17968.853273	2026.753571
PSMD1	39.000000	0.004631	36.974359	10326.221854	0.002389	0.587045	435.000000	0.000287	20828.567188	2397.302381
MDH2	7.000000	0.000831	7.714286	19090.593043	0.000042	0.000000	0.000000	0.000158	39484.378728	1820.011508
FH	1.000000	0.000119	7.000000	0.000000	0.000001	0.000000	0.000000	0.000037	0.000000	1480.358333
MRPS12	64.000000	0.007599	44.140625	39547.292059	0.000965	0.554067	1117.000000	0.000244	79352.021564	2234.204762
COL4A2	16.000000	0.001900	15.562500	18759.873133	0.000116	0.083333	10.000000	0.000235	38638.918826	2160.101190
COL4A1	21.000000	0.002493	20.666667	35131.525188	0.000534	0.085714	18.000000	0.000303	70197.894965	2276.369048
CD2	13.000000	0.001544	22.461538	7858.079004	0.000486	0.102564	8.000000	0.000164	18042.162520	2192.652381
LCK	90.000000	0.010686	23.966667	203669.432652	0.001930	0.054182	217.000000	0.001006	396557.533527	2679.666667
PSMA5	39.000000	0.004631	37.769231	19373.870811	0.001593	0.673414	499.000000	0.000276	39929.433777	2408.738095
COX5B	7.000000	0.000831	19.000000	18362.823753	0.000113	0.714286	15.000000	0.000112	36744.736225	2136.861905
COX6C	7.000000	0.000831	6.714286	63.032995	0.000015	0.809524	17.000000	0.000118	203.074923	1781.138889
COX7B	6.000000	0.000712	7.333333	0.000000	0.000015	1.000000	15.000000	0.000102	0.000000	1776.076984
PSMA4	41.000000	0.004868	38.512195	18046.435658	0.001707	0.618293	507.000000	0.000302	34428.110495	2411.283333
UQCR10	5.000000	0.000594	6.800000	0.000000	0.000025	1.000000	10.000000	0.000086	0.000000	1762.156349
MRPS10	61.000000	0.007243	44.262295	2133.525257	0.000804	0.623497	1141.000000	0.000211	3613.748319	2072.658333
NDUFS7	32.000000	0.003800	29.406250	58398.957777	0.001059	0.687500	341.000000	0.000208	114618.300110	2233.207143
